StockCode,Source,Model,MAE,RMSE,WAPE,Bias
22771,ML,HistGBR,26.41861207970069,27.949884198019866,1.390453267352668,1.1626380446085862
22772,ML,HistGBR,7.0165631519866,8.132765207772719,1.0144428653474602,-0.3557362189413873
22773,ML,HistGBR,6.456643647621796,7.704082212950851,1.2298368852612944,-0.10465708389750966
22774,ML,HistGBR,8.331858977491017,10.442262562095992,0.925762108610113,-0.6885310538047245
22775,ML,HistGBR,4.249664106938635,5.146247899622473,0.849932821387727,-0.2141367033993246
22776,ML,HistGBR,0.9544780937472336,1.2317800441543536,0.45814948499867214,-0.14382640377256753
22777,ML,HistGBR,0.792249070483871,1.0410297928293457,,
22778,ML,HistGBR,2.234295072500865,3.3748163897754475,0.8648884151616252,-0.6183562152722026
22779,ML,HistGBR,3.6403071331494417,4.608604994581177,0.766380449084093,-0.7346450766348794
22780,ML,HistGBR,2.409748390457373,2.614933498057338,0.7815400185267155,-0.6129410686863903
22781,ML,HistGBR,1.8930216731733323,3.517159748881706,0.9086504031231994,-0.6598592536049033
22782,ML,HistGBR,0.5828921536485078,0.6693321490895859,0.9992436919688704,-0.22971606951643467
22783,ML,HistGBR,0.4647500604040215,0.4934292445283506,,
22784,ML,HistGBR,4.943742903242012,8.477043244445996,0.9269517943578773,-0.7842741639344495
22785,ML,HistGBR,2.6948702617441054,7.422672750643631,1.0431755851912665,-0.7909538735804138
22786,ML,HistGBR,0.7547487883583933,0.8423414884445204,1.5094975767167866,0.6352582776298398
22788,ML,HistGBR,0.3952395851987868,0.4224931155930227,,
22789,ML,HistGBR,1.7634885448569906,2.6272832081114874,1.0580931269141944,-0.5915201032555479
22791,ML,HistGBR,31.498410128106126,52.02548519558203,0.7499621459072887,-0.7425237675019849
22792,ML,HistGBR,23.869916262477123,32.476507500737945,0.9299967374991087,-0.877305576725972
22794,ML,HistGBR,0.8751193566870077,0.9206822646552079,0.954675661840372,-0.1457999484216992
22795,ML,HistGBR,3.873731490410115,4.194789115185538,1.0810413461609623,0.8514928163421517
22796,ML,HistGBR,2.343082953719196,5.035123657688631,0.8269704542538339,-0.6126095026374022
22797,ML,HistGBR,0.6716846145493633,1.0534394651649754,1.007526921824045,-0.23397887608584944
